Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E0,05/02/2011,Newcastle,Arsenal,4,4,D,0,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2011,Stoke,Sunderland,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2011,Tottenham,Bolton,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2011,Wigan,Blackburn,4,3,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2011,Wolves,Man United,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/02/2011,Chelsea,Liverpool,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/02/2011,West Ham,Birmingham,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,Arsenal,Wolves,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,Birmingham,Stoke,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,Blackburn,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,Blackpool,Aston Villa,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,Liverpool,Wigan,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,Man United,Man City,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,Sunderland,Tottenham,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2011,West Brom,West Ham,3,3,D,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/02/2011,Bolton,Everton,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/02/2011,Fulham,Chelsea,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/02/2011,Birmingham,Newcastle,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/02/2011,West Brom,Wolves,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/02/2011,Blackpool,Tottenham,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/02/2011,Arsenal,Stoke,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2011,Aston Villa,Blackburn,4,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2011,Everton,Sunderland,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2011,Newcastle,Bolton,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2011,Wigan,Man United,0,4,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2011,Wolves,Blackpool,4,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/02/2011,Man City,Fulham,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/02/2011,West Ham,Liverpool,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/02/2011,Stoke,West Brom,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/03/2011,Chelsea,Man United,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2011,Arsenal,Sunderland,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2011,Birmingham,West Brom,1,3,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2011,Bolton,Aston Villa,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2011,Fulham,Blackburn,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2011,Man City,Wigan,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2011,Newcastle,Everton,1,2,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2011,West Ham,Stoke,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/03/2011,Liverpool,Man United,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/03/2011,Wolves,Tottenham,3,3,D,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/03/2011,Blackpool,Chelsea,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/03/2011,Everton,Birmingham,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,Aston Villa,Wolves,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,Blackburn,Blackpool,2,2,D,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,Everton,Fulham,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,Man United,Bolton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,Stoke,Newcastle,4,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,Tottenham,West Ham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,West Brom,Arsenal,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2011,Wigan,Birmingham,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/03/2011,Chelsea,Man City,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/03/2011,Sunderland,Liverpool,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,Arsenal,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,Birmingham,Bolton,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,Everton,Aston Villa,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,Newcastle,Wolves,4,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,Stoke,Chelsea,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,West Brom,Liverpool,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,West Ham,Man United,2,4,A,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2011,Wigan,Tottenham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/04/2011,Fulham,Blackpool,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/04/2011,Man City,Sunderland,5,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2011,Blackburn,Birmingham,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2011,Bolton,West Ham,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2011,Chelsea,Wigan,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2011,Man United,Fulham,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2011,Sunderland,West Brom,2,3,A,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2011,Tottenham,Stoke,3,2,H,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2011,Wolves,Everton,0,3,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/04/2011,Aston Villa,Newcastle,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/04/2011,Blackpool,Arsenal,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/04/2011,Liverpool,Man City,3,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2011,Birmingham,Sunderland,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2011,Blackpool,Wigan,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2011,Everton,Blackburn,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2011,West Brom,Chelsea,1,3,A,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2011,West Ham,Aston Villa,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/04/2011,Arsenal,Liverpool,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/2011,Newcastle,Man United,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2011,Chelsea,Birmingham,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2011,Tottenham,Arsenal,3,3,D,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Aston Villa,Stoke,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Blackpool,Newcastle,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Chelsea,West Ham,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Liverpool,Birmingham,5,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Man United,Everton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Sunderland,Wigan,4,2,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Tottenham,West Brom,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2011,Wolves,Fulham,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/04/2011,Bolton,Arsenal,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/04/2011,Blackburn,Man City,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/04/2011,Stoke,Wolves,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/04/2011,Fulham,Bolton,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2011,Blackburn,Bolton,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2011,Blackpool,Stoke,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2011,Chelsea,Tottenham,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2011,Sunderland,Fulham,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2011,West Brom,Aston Villa,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2011,Wigan,Everton,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/05/2011,Arsenal,Man United,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/05/2011,Birmingham,Wolves,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/05/2011,Liverpool,Newcastle,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/05/2011,Man City,West Ham,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2011,Aston Villa,Wigan,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2011,Bolton,Sunderland,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2011,Everton,Man City,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2011,Newcastle,Birmingham,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2011,Tottenham,Blackpool,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2011,West Ham,Blackburn,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,08/05/2011,Man United,Chelsea,2,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,08/05/2011,Stoke,Arsenal,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,08/05/2011,Wolves,West Brom,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/05/2011,Fulham,Liverpool,2,5,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/05/2011,Man City,Tottenham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/05/2011,Blackburn,Man United,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/05/2011,Blackpool,Bolton,4,3,H,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/05/2011,Sunderland,Wolves,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/05/2011,West Brom,Everton,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2011,Arsenal,Aston Villa,1,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2011,Birmingham,Fulham,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2011,Chelsea,Newcastle,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2011,Liverpool,Tottenham,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2011,Wigan,West Ham,3,2,H,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/05/2011,Man City,Stoke,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Aston Villa,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Bolton,Man City,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Everton,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Fulham,Arsenal,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Man United,Blackpool,4,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Newcastle,West Brom,3,3,D,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Stoke,Wigan,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Tottenham,Birmingham,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,West Ham,Sunderland,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/05/2011,Wolves,Blackburn,2,3,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Aston Villa,Wigan,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Blackburn,Man City,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Bolton,Sunderland,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Chelsea,Hull,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Everton,Arsenal,1,6,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Portsmouth,Fulham,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Stoke,Burnley,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/08/2009,Wolves,West Ham,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2009,Man United,Birmingham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2009,Tottenham,Liverpool,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/08/2009,Sunderland,Chelsea,1,3,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/08/2009,Wigan,Wolves,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/2009,Birmingham,Portsmouth,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/2009,Burnley,Man United,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/2009,Hull,Tottenham,1,5,A,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/2009,Liverpool,Stoke,4,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/08/2009,Arsenal,Portsmouth,4,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/08/2009,Birmingham,Stoke,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/08/2009,Hull,Bolton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/08/2009,Man City,Wolves,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/08/2009,Sunderland,Blackburn,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/08/2009,Wigan,Man United,0,5,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2009,Burnley,Everton,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2009,Fulham,Chelsea,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2009,West Ham,Tottenham,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/08/2009,Liverpool,Aston Villa,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/2009,Blackburn,West Ham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/2009,Bolton,Liverpool,2,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/2009,Chelsea,Burnley,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/2009,Man United,Arsenal,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/2009,Stoke,Sunderland,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/2009,Tottenham,Birmingham,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/2009,Wolves,Hull,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2009,Aston Villa,Fulham,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2009,Everton,Wigan,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2009,Portsmouth,Man City,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Blackburn,Wolves,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Liverpool,Burnley,4,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Man City,Arsenal,4,2,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Portsmouth,Bolton,2,3,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Stoke,Chelsea,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Sunderland,Hull,4,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Tottenham,Man United,1,3,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/2009,Wigan,West Ham,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/09/2009,Birmingham,Aston Villa,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/09/2009,Fulham,Everton,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2009,Arsenal,Wigan,4,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2009,Aston Villa,Portsmouth,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2009,Bolton,Stoke,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2009,Burnley,Sunderland,3,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2009,Hull,Birmingham,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/09/2009,West Ham,Liverpool,2,3,A,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/09/2009,Chelsea,Tottenham,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/09/2009,Everton,Blackburn,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/09/2009,Man United,Man City,4,3,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/09/2009,Wolves,Fulham,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Birmingham,Bolton,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Blackburn,Aston Villa,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Fulham,Arsenal,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Liverpool,Hull,6,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Portsmouth,Everton,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Stoke,Man United,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Tottenham,Burnley,5,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/09/2009,Wigan,Chelsea,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/09/2009,Sunderland,Wolves,5,2,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/09/2009,Man City,West Ham,3,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/10/2009,Bolton,Tottenham,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/10/2009,Burnley,Birmingham,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/10/2009,Hull,Wigan,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/10/2009,Man United,Sunderland,2,2,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
